,OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,geometry,Owner,TaxParcelOwner,UBINumber,Principals,CompanyAddress,BusinessName,Agent
3165,49780,2020,DATA CENTER,NonResidential,0659000905,2020 5TH AVE,SEATTLE,WA,98121.0,47.61449,-122.33956,DOWNTOWN,7.0,1975,7,1,82149,47029,35120,,1411.5,1421.9,84691808.0,85314264.0,3952.3,3981.3,Data Center,Data Center,60000.0,Parking,30700.0,,,25004180,0,0,Compliant,No Issue,85314262.0,0.0,453.7,9.6,POINT (-122.33956 47.61449),Clise Properties,2020 FIFTH HOLDINGS LLC,604 314 880,['2020 FIFTH AVENUE LLC'],"1700 7TH AVE STE 1800, SEATTLE, WA, 98101-1312, UNITED STATES",2020 FIFTH HOLDINGS LLC,
3170,49786,2020,206 BELL APARTMENTS,Multifamily MR (5-9),0656000220,206 BELL ST,SEATTLE,WA,98121.0,47.61441,-122.3457,DOWNTOWN,7.0,2013,8,1,116049,92007,24042,87.0,44.2,43.3,4147154.0,4066612.0,96.6,94.9,Multifamily MR (5-9),Multifamily Housing,89000.0,Parking,25100.0,Restaurant,4850.0,776121,0,14185,Compliant,No Issue,2648126.0,1418486.0,89.4,1.0,POINT (-122.3457 47.61441),,206 BELL LLC,,,,,
3173,49789,2020,THE MARTIN APARTMENTS,Multifamily HR (10+),0696000055,2105 5TH AVE,SEATTLE,WA,98121.0,47.61447,-122.34101,DOWNTOWN,7.0,2013,24,1,295754,295754,0,82.0,36.4,36.0,8943892.0,8848527.0,76.3,75.9,Multifamily HR (10+),Multifamily Housing,241268.0,Parking,50236.0,Restaurant,4532.0,1567626,0,34998,Compliant,No Issue,5348740.0,3499786.0,214.3,0.7,POINT (-122.34101 47.61447),,MARTIN APARTMENTS LLC,,,,,
3179,49797,2020,GOODWILL JOB TRAINING & EDUCATION CTR,NonResidential,7134300080,700 DEARBORN PL S,SEATTLE,WA,98144.0,47.59666,-122.31253,DOWNTOWN,3.0,2013,3,1,62662,47673,14989,64.0,55.0,55.0,2583116.0,2583116.0,151.9,151.9,Office,Office,47000.0,,,,,741694,0,525,Compliant,No Issue,2530661.0,52455.0,16.2,0.3,POINT (-122.31253 47.59666),,UNDEFINED,,,,,
3186,49822,2020,JOSEPH ARNOLD LOFTS,Multifamily HR (10+),0653000395,62 CEDAR ST,SEATTLE,WA,98121.0,47.6147,-122.35238,DOWNTOWN,7.0,2013,13,1,161722,161722,0,,25.8,25.5,4395264.0,4346490.0,61.0,60.2,Multifamily HR (10+),Multifamily Housing,166612.0,Parking,37072.0,Retail Store,4048.0,955331,0,10869,Compliant,No Issue,3259589.0,1086901.0,75.1,0.5,POINT (-122.35238 47.6147),Rise Properties Trust,RISE-CG JA LOFTS LIMITED PARTNERSHIP,604 523 841,"['JA LOFTS HOLDINGS, LLC']","1518 1ST AVE S STE 500, SEATTLE, WA, 98134-1456, UNITED STATES",RISE-CG JA LOFTS LIMITED PARTNERSHIP,"TRUSTEE AND CORPORATE SERVICES, INC."
3206,49873,2020,VIKTORIA APARTMENTS,Multifamily HR (10+),1977200950,1915 2ND AVE,SEATTLE,WA,98101.0,47.61105,-122.34091,DOWNTOWN,7.0,2014,25,1,237186,194530,42656,47.0,60.0,59.2,11677072.0,11507954.0,132.0,131.1,Multifamily HR (10+),Multifamily Housing,194530.0,Parking,42656.0,,,2247127,0,38408,Compliant,No Issue,7667197.0,3840756.0,244.8,1.3,POINT (-122.34091 47.61105),Greystar Real Estate Partners,VIKTORIA SEATTLE LLC,603 505 061,['FREEDONIA REALTY LLC'],"10100 SANTA MONICA BOUELVARD SUITE 420, LOS ANGELES, CA, 90067, UNITED STATES",VIKTORIA SEATTLE LLC,"NATIONAL REGISTERED AGENTS, INC."
3213,49896,2020,EMMONS ON 3RD,Multifamily MR (5-9),0694000055,2217 3RD AVE,SEATTLE,WA,98121.0,47.61408,-122.34428,DOWNTOWN,7.0,2014,7,1,47343,47343,0,100.0,16.5,16.5,779577.0,779577.0,41.5,41.5,Multifamily MR (5-9),Multifamily Housing,47343.0,Parking,0.0,,,191840,0,1250,Compliant,No Issue,654557.0,125020.0,10.1,0.2,POINT (-122.34428 47.61408),,LOS ROBLES COURT COMPANY LLC,,,,,
3222,49921,2020,Verve Apartments,Multifamily HR (10+),0696000355,2720 4TH AVE,SEATTLE,WA,98121.0,47.61834,-122.34832,DOWNTOWN,7.0,2014,13,1,201839,146203,55636,,27.4,27.2,4010994.0,3970863.0,75.6,74.9,Multifamily HR (10+),Multifamily Housing,140033.0,Parking,55636.0,Retail Store,3700.0,1136158,0,943,Compliant,No Issue,3876571.0,94291.0,25.6,0.2,POINT (-122.34832 47.61834),,VERVE KS LLC +VERVE RAY LLC,,,,,
3223,49922,2020,STRATUS APARTMENTS- MIXED USE,Multifamily HR (10+),0660000545,2101 9TH AVE,SEATTLE,WA,98121.0,47.61709,-122.33752,DOWNTOWN,7.0,2018,41,1,614765,482600,132165,85.0,34.3,33.6,22510056.0,22079756.0,69.1,68.5,Multifamily HR (10+),Multifamily Housing,656990.0,Parking,100629.0,,,3656563,0,96036,Compliant,No Issue,12476193.0,9603562.0,576.4,1.2,POINT (-122.33752 47.61709),GID,NINTH AND LENORA LLC,603 427 336,['NINTH AND LENORA JV LLC'],"125 HIGH STREET, HIGH STREET TOWER, 27TH FLOOR, BOSTON, MA, 02110, UNITED STATES",NINTH AND LENORA LLC,C T CORPORATION SYSTEM
3228,49928,2020,ARTHOUSE APARTMENTS,Multifamily MR (5-9),0654000305,2334 ELLIOTT AVE,SEATTLE,WA,98121.0,47.61283,-122.34884,DOWNTOWN,7.0,2014,7,1,135643,109745,25898,98.0,28.2,27.8,2957999.0,2914481.0,63.7,62.8,Multifamily MR (5-9),Multifamily Housing,104890.0,Parking,25898.0,,,590998,0,8980,Compliant,No Issue,2016487.0,897994.0,58.4,0.5,POINT (-122.34884 47.61283),Angelo Gordon Co.,AGC ARTHOUSE OWNER LLC,604 811 933,['AGC ARTHOUSE PARENT LLC'],"C/O ANGELO, GORDON & CO., L.P., 245 PARK AVENUE, 26TH FLOOR, NEW YORK, NY, 10167, UNITED STATES",AGC ARTHOUSE OWNER LLC,C T CORPORATION SYSTEM
3231,49943,2020,STEWART HOUSE CONDOMINIUM,Multifamily LR (1-4),8008550000,80 STEWART ST,SEATTLE,WA,98101.0,47.60994,-122.34234,DOWNTOWN,7.0,1904,3,1,43248,43248,0,,92.6,92.6,4004358.0,4004358.0,224.5,224.5,Multifamily LR (1-4),Multifamily Housing,28832.0,Food Sales,5663.0,Retail Store,4027.0,921573,0,8600,Compliant,No Issue,3144408.0,859950.0,62.4,1.4,POINT (-122.34234 47.60994),,UNDEFINED,,,,,
3232,49944,2020,MARKET HOUSE CONDOMINIUM,Multifamily MR (5-9),5160500000,1525 1ST AVE,SEATTLE,WA,98101.0,47.60947,-122.34107,DOWNTOWN,7.0,1983,5,1,66460,66460,0,,54.9,54.9,3649644.0,3649644.0,116.7,116.7,Multifamily MR (5-9),Multifamily Housing,31964.0,Retail Store,9631.0,Bar/Nightclub,9309.0,657558,0,14061,Compliant,No Issue,2243590.0,1406054.0,86.6,1.3,POINT (-122.34107 47.60947),,UNDEFINED,,,,,
3233,49945,2020,PUBLIC MARKET SOUTH GARAGE,NonResidential,6598350000,1531 WESTERN AVE,SEATTLE,WA,98101.0,47.60898,-122.34213,DOWNTOWN,7.0,1989,3,1,197395,41395,156000,,77.1,75.9,3363753.0,3312306.0,158.7,158.4,,Senior Living Community,38800.0,Other - Public Services,3650.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",586.0,574815,0,13510,Compliant,No Issue,1961268.0,1351038.0,82.2,2.0,POINT (-122.34213 47.60898),,UNDEFINED,,,,,
3263,49992,2020,STADIUM PLACE  (THE WAVE & THE NOLO),Multifamily HR (10+),7953000000,201 S KING ST,SEATTLE,WA,98104.0,47.59785,-122.33235,DOWNTOWN,2.0,2014,26,1,619416,490593,128823,98.0,43.1,42.4,19266608.0,18974716.0,89.3,88.6,Multifamily HR (10+),Multifamily Housing,430927.0,Parking,128823.0,Retail Store,16103.0,3299387,0,77172,Compliant,No Issue,11257508.0,7717209.0,469.7,1.0,POINT (-122.33235 47.59785),,UNDEFINED,,,,,
3264,49994,2020,DIMENSION BY ALTA APTS,Multifamily HR (10+),0656000120,225 CEDAR ST,SEATTLE,WA,98121.0,47.61679,-122.3489,DOWNTOWN,7.0,2014,26,1,269065,193927,75138,94.0,41.2,40.7,7985164.0,7884926.0,93.5,92.4,Multifamily HR (10+),Multifamily Housing,193927.0,Parking,75138.0,,,1613781,0,23787,Compliant,No Issue,5506221.0,2378707.0,155.6,0.8,POINT (-122.3489 47.61679),,DIMENSION SEATTLE INC,,,,,
3269,50000,2020,NINE & PINE APARTMENTS,Multifamily MR (5-9),0660000860,1601 9TH AVE,SEATTLE,WA,98101.0,47.61357,-122.33249,DOWNTOWN,7.0,2014,7,1,74509,68131,6378,76.0,51.8,51.0,2783920.0,2744110.0,101.4,100.6,Multifamily MR (5-9),Multifamily Housing,53768.0,Parking,6857.0,,,423658,0,12986,Compliant,No Issue,1445521.0,1298588.0,76.7,1.1,POINT (-122.33249 47.61357),Teutsch Partners,JJ&G CAMLIN LLC,602 870 263,['JOHN TEUTSCH' 'JOHN WALKER'],"2001 WESTERN AVE #330, SEATTLE, WA, 98121, UNITED STATES","JJ&G CAMLIN, LLC",TEUTSCH PARTNERS
3280,50014,2020,PREMIERE ON PINE,Multifamily HR (10+),0660000915,815 PINE ST,SEATTLE,WA,98101.0,47.61324,-122.33223,DOWNTOWN,7.0,2014,41,1,499477,379494,119983,63.0,54.0,54.0,16608130.0,16608130.0,117.7,117.7,Multifamily HR (10+),Multifamily Housing,304473.0,Parking,113548.0,Restaurant,3337.0,3144801,0,58781,Compliant,No Issue,10730061.0,5878068.0,369.2,1.0,POINT (-122.33223 47.61324),Heitman Investment,HART PINE LLC,603 519 213,"['HEITMAN AMERICA REAL ESTATE HOLDING, L.P.' 'HELEN GARRAHY']","191 N WACKER DR STE 2500, CHICAGO, IL, 60606-1885, UNITED STATES","HART PINE, LLC",C T CORPORATION SYSTEM
3293,50029,2020,WALTON LOFTS,Multifamily HR (10+),0653000195,2521 WESTERN AVE,SEATTLE,WA,98121.0,47.61428,-122.35056,DOWNTOWN,7.0,2014,12,1,123686,123686,0,83.0,36.3,35.9,4456200.0,4412427.0,87.3,86.3,Multifamily HR (10+),Multifamily Housing,122804.0,Parking,33397.0,,,999129,0,10034,Compliant,No Issue,3409029.0,1003398.0,71.4,0.6,POINT (-122.35056 47.61428),,COLUMBIA WASHINGTON WALTON LOFTS RESIDENTIAL PROPERTIES LLC,,,,,
3298,50035,2020,HILTON GARDEN INN,NonResidential,3374400010,1821 BOREN AVE,SEATTLE,WA,98101.0,47.61665,-122.33261,DOWNTOWN,7.0,2015,14,1,144614,144614,0,98.0,45.3,45.3,7164438.0,7164438.0,83.7,83.7,Hotel,Hotel,158207.0,,,,,957654,0,38969,Compliant,No Issue,3267514.0,3896923.0,224.3,1.6,POINT (-122.33261 47.61665),Union Investment,1821 BOREN AVENUE LLC,604 097 725,['ANDREA GRIGG' 'ANDREAS FISCHER'],"925 4TH AVE STE 3900, SEATTLE, WA, 98104-1113, UNITED STATES",1821 BOREN AVENUE LLC,"NATIONAL REGISTERED AGENTS, INC."
3299,50036,2020,HILL 7 OFFICE BLDG,NonResidential,3374400020,1099 STEWART ST,SEATTLE,WA,98101.0,47.61673,-122.33267,DOWNTOWN,7.0,2015,11,1,431326,300115,131211,88.0,34.8,34.8,10649890.0,10649328.0,97.3,97.3,Office,Office,306291.0,Parking,107624.0,,,3119168,0,67,Compliant,No Issue,10642601.0,6727.0,56.9,0.2,POINT (-122.33267 47.61673),Hudson Pacific Properties,HUDSON 1099 STEWART STREET LLC,604 037 980,"['HUDSON 1099 STEWART REIT, LLC']","11601 WILSHIRE BOULEVARD, NINTH FLOOR, LOS ANGELES, CA, 90025, UNITED STATES","HUDSON 1099 STEWART STREET, LLC",C T CORPORATION SYSTEM
3309,50049,2020,PACIFIC CENTER CONDOMINIUM,Multifamily LR (1-4),6599950000,321 10TH AVE S,SEATTLE,WA,98104.0,47.5998,-122.32034,DOWNTOWN,2.0,2000,4,1,44650,44650,0,83.0,25.0,24.6,1117269.0,1096528.0,70.1,68.8,Multifamily LR (1-4),Multifamily Housing,44650.0,,,,,321374,0,0,Compliant,No Issue,1096528.0,0.0,5.8,0.1,POINT (-122.32034 47.5998),,UNDEFINED,,,,,
3314,50057,2020,CIRRUS,Multifamily HR (10+),0660000575,2030 8TH AVE,SEATTLE,WA,98121.0,47.61652,-122.33735,DOWNTOWN,7.0,2015,40,1,319481,277566,41915,,46.5,45.5,17103264.0,16713154.0,96.3,94.7,Multifamily HR (10+),Multifamily Housing,308680.0,Other - Lodging/Residential,52538.0,Parking,35180.0,2891265,0,68482,Compliant,No Issue,9864996.0,6848157.0,416.2,1.5,POINT (-122.33735 47.61652),GID,WINDSOR ADVISERS 2030 EIGHTH AVENUE LLC,604 200 365,['GID EC INCENTIVE LLC' 'GID EXECUTIVE INCENTIVE LLC' 'WINDSOR DT LLC'],"125 HIGH STREET, HIGH STREET TOWER, 27TH FLOOR, BOSTON, MA, 02110, UNITED STATES",WINDSOR ADVISERS 2030 EIGHTH AVENUE LLC,C T CORPORATION SYSTEM
3315,50061,2020,HIRABAYASHI PLACE APTS,Multifamily MR (5-9),5247801440,442 S MAIN ST,SEATTLE,WA,98104.0,47.60029,-122.32844,DOWNTOWN,2.0,2015,7,1,91128,91128,0,97.0,28.9,28.6,2629410.0,2604591.0,65.2,64.4,Multifamily MR (5-9),Multifamily Housing,84788.0,Pre-school/Daycare,6340.0,,,525555,0,8114,Compliant,No Issue,1793195.0,811396.0,52.6,0.6,POINT (-122.32844 47.60029),Da Li Development,DA LI INTERNATIONAL LLC,603 592 405,['KAI-AN HSIEH'],"450 S MAIN ST STE 168, SEATTLE, WA, 98104-5172, UNITED STATES",DA LI INTERNATIONAL LLC,
3328,50078,2020,CORNISH SCHL STUDENT HSNG,Multifamily HR (10+),0660001324,2025 TERRY AVE,SEATTLE,WA,98121.0,47.61753,-122.3362,DOWNTOWN,7.0,2015,20,1,149976,137753,12223,100.0,31.8,31.0,4582216.0,4458216.0,69.5,67.8,Multifamily HR (10+),Multifamily Housing,115768.0,Office,12503.0,College/University,9733.0,851305,0,15536,Not Compliant,Account Requires Verification,2904652.0,1553563.0,98.0,0.7,POINT (-122.3362 47.61753),,CITY OF SEATTLE,,,,,
3342,50096,2020,MADISON CENTER,NonResidential,0942000415,920 5TH AVE,SEATTLE,WA,98104.0,47.60647,-122.33135,DOWNTOWN,7.0,2016,37,1,990000,788000,202000,92.0,29.0,28.5,23567748.0,23165472.0,74.3,73.2,Office,Office,812036.0,Parking,201230.0,Retail Store,0.0,5885398,0,30845,Compliant,No Issue,20080978.0,3084493.0,270.6,0.3,POINT (-122.33135 47.60647),,BXP MADISON CENTRE I LLC (UND 70%)+BXP MADISON CENTRE II LLC (UND 30%(TNTS IN CMN),,,,,
3345,50099,2020,HELIOS APTS,Multifamily HR (10+),7683890010,1600 2ND AVE,SEATTLE,WA,98101.0,47.61067,-122.33957,DOWNTOWN,7.0,2019,39,1,559958,432000,127958,82.0,43.1,42.3,16834816.0,16535140.0,92.8,92.0,Multifamily HR (10+),Multifamily Housing,390743.0,Parking,151254.0,,,3114204,0,59095,Compliant,No Issue,10625664.0,5909476.0,370.4,0.9,POINT (-122.33957 47.61067),Equity Residential,EQR-SECOND AND PINE LLC,603 226 168,"['ERP OPERATING LIMITED PARTNERS, HIP']","TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES","EQR-SECOND AND PINE, LLC",C T CORPORATION SYSTEM
3353,50154,2020,SYLVIA ODOM'S PLACE,Multifamily MR (5-9),1977201121,2013 3RD AVE,SEATTLE,WA,98121.0,47.61251,-122.34166,DOWNTOWN,7.0,2016,7,1,41706,40061,1645,,51.5,50.7,2148527.0,2112616.0,124.6,122.4,Multifamily MR (5-9),Multifamily Housing,41706.0,,,,,483704,0,4622,Compliant,No Issue,1650400.0,462216.0,33.3,0.8,POINT (-122.34166 47.61251),,CITY OF SEATTLE,,,,,
3359,50160,2020,AMAZON DOPPLER BUILDING,NonResidential,0659000775,2021 7TH AVE,SEATTLE,WA,,47.61523,-122.33835,DOWNTOWN,7.0,2016,37,2,1496961,1076961,420000,92.0,42.5,41.5,47982672.0,46787212.0,111.8,108.8,Office,Office,1023298.0,Parking,448625.0,Convention Center,59672.0,12682380,0,47104,Compliant,No Issue,43272281.0,4710401.0,480.3,0.4,POINT (-122.33835 47.61523),Amazon,ACORN DEVELOPMENT LLC,603 183 512,['JOHN SCHOETTLER' 'KURT LAMP' 'MICHAEL DEAL'],"410 TERRY AVENUE  NORTH, SEATTLE, WA, 98103, UNITED STATES",ACORN DEVELOPMENT LLC,CORPORATION SERVICE COMPANY
3368,50172,2020,80 MAIN APARTMENTS,Multifamily MR (5-9),524780-0100,80   S MAIN ST,SEATTLE,WA,,47.60024,-122.33508,DOWNTOWN,7.0,2016,7,1,38717,37581,1136,97.0,28.9,28.4,1086670.0,1065922.0,79.0,77.6,Multifamily MR (5-9),Multifamily Housing,37581.0,Parking,1136.0,,,301110,0,385,Compliant,No Issue,1027386.0,38536.0,7.5,0.2,POINT (-122.33508 47.60024),,NOT FOUND,,,,,
3381,50186,2020,WEYERHAEUSER HQ,NonResidential,524780-0614,200 OCCIDENTAL AVE S,SEATTLE,WA,98104.0,47.60039,-122.33247,DOWNTOWN,7.0,2016,8,1,213803,188816,24987,98.0,20.8,20.8,4532140.0,4532140.0,58.2,58.2,Office,Office,217888.0,,,,,1328294,0,0,Compliant,No Issue,4532139.0,0.0,24.1,0.1,POINT (-122.33247 47.60039),,NOT FOUND,,,,,
3383,50188,2020,THIRD AND BATTERY BUILDING,NonResidential,0656000470,2400 3RD AVE,SEATTLE,WA,98121.0,47.61582,-122.34615,DOWNTOWN,7.0,2016,4,1,95576,71392,24184,91.0,27.7,27.7,2221360.0,2221360.0,77.6,77.6,Office,Office,80168.0,Parking,22582.0,,,651043,0,0,Compliant,No Issue,2221360.0,0.0,11.8,0.2,POINT (-122.34615 47.61582),Martin Selig Real Estate,SREH 2018 HOLDINGS LLC,604 433 468,['MARTIN SELIG'],"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",SREH 2018 HOLDINGS LLC,
3387,50192,2020,MIDTOWN 21 (AMAZON),NonResidential,0660001605,1007  STEWART ST,SEATTLE,WA,,47.61632,-122.33304,DOWNTOWN,7.0,2016,21,1,489821,361575,128246,85.0,50.3,49.6,18783632.0,18528384.0,136.9,135.2,Office,Office,373458.0,Parking,110813.0,,,5198792,0,7901,Compliant,No Issue,17738278.0,790106.0,136.3,0.4,POINT (-122.33304 47.61632),Union Investment / Bankhaus Metzler,MIDTOWN21 LLC,604 129 091,['ANDREAS FISCHER' 'BEAU AUGUST' 'MATTHEW ARNOLDY' 'STUART GORDON'],"925 4TH AVE STE 3900, SEATTLE, WA, 98104-1113, UNITED STATES",MIDTOWN21 LLC,NATIONAL REGISTERED AGENTS INC
3395,50239,2020,CYRENE,Multifamily HR (10+),7666202450,50 UNIVERSITY ST,SEATTLE,WA,98101.0,47.60649,-122.33995,DOWNTOWN,7.0,2016,17,1,200152,161011,39141,66.0,54.0,54.2,8746940.0,8764363.0,100.3,100.6,Multifamily HR (10+),Multifamily Housing,161833.0,Parking,49600.0,,,1059225,4881070,0,Compliant,No Issue,3614076.0,0.0,424.4,2.6,POINT (-122.33995 47.60649),M.J. Lehman Descendants,M J  LEHMAN DESCENDANTS LLC,602 095 499,['SUZANNE SANDERSON'],"4903 DOON WAY, ANACORTES, WA, 98221-2905, UNITED STATES",M. J. LEHMANN DESCENDANTS LLC,
3396,50240,2020,TILT 49 (OFFICE PORTION),NonResidential,8647700000,1812 BOREN AVE,SEATTLE,WA,98101.0,47.61698,-122.33195,DOWNTOWN,7.0,2017,11,1,305542,305542,0,93.0,29.6,29.6,9047997.0,9034479.0,82.0,82.0,Office,Office,305542.0,Parking,113154.0,,,2605318,0,1451,Compliant,No Issue,8889345.0,145136.0,55.0,0.2,POINT (-122.33195 47.61698),,UNDEFINED,,,,,
3401,50246,2020,THOMPSON SEATTLE HOTEL + SEQUEL APTS,Multifamily HR (10+),1977200960,110 STEWART ST,SEATTLE,WA,98101.0,47.6107,-122.34136,DOWNTOWN,7.0,2017,12,1,253664,208664,45000,90.0,53.7,53.3,10114448.0,10035292.0,123.3,122.9,Multifamily HR (10+),Hotel,96801.0,Multifamily Housing,91478.0,Parking,54194.0,2110348,0,28348,Compliant,No Issue,7200507.0,2834783.0,188.8,0.9,POINT (-122.34136 47.6107),,ODGAARD PEDER R+ODGAARD FAMILY TRUST,,,,,
3406,50252,2020,PUBLIC STORAGE (STORE 29233),NonResidential,8170100520,1200 S DEARBORN ST,SEATTLE,WA,98144.0,47.596,-122.31672,DOWNTOWN,3.0,2016,6,1,217223,201505,15718,,6.4,6.4,1384709.0,1384709.0,18.0,18.0,Self-Storage Facility,Self-Storage Facility,214875.0,,,,,405835,0,0,Compliant,No Issue,1384709.0,0.0,7.4,0.0,POINT (-122.31672 47.596),Public Storage,PUBLIC STORAGE,602 740 958,['DREW ADAMS' 'NATHAN VITAN' 'TERRANCE F. SPIDELL'],"701 WESTERN AVE, SUITE 200, GLENDALE, CA, 91201-2349, UNITED STATES",PUBLIC STORAGE,CORPORATION SERVICE COMPANY
3408,50254,2020,ICON APARTMENTS,Multifamily MR (5-9),5247801380,400 S JACKSON ST,SEATTLE,WA,98104.0,47.59941,-122.32857,DOWNTOWN,2.0,2017,7,1,137771,101367,36404,84.0,41.6,41.5,4011876.0,4000322.0,98.3,98.2,Multifamily MR (5-9),Multifamily Housing,83887.0,Parking,20020.0,Retail Store,12480.0,881677,0,9920,Compliant,No Issue,3008283.0,992039.0,68.7,0.7,POINT (-122.32857 47.59941),Goodman Real Estate,GRE DOWNTOWNER LLC,603 044 709,['JOHN GOODMAN'],"2801 ALASKAN WAY STE 310, SEATTLE, WA, 98121-1135, UNITED STATES",GRE DOWNTOWNER LLC,"NATIONAL REGISTERED AGENTS, INC."
3414,50263,2020,INSIGNIA CONDOS,Multifamily HR (10+),3589000000,588 BELL ST,SEATTLE,WA,98121.0,47.61672,-122.34337,DOWNTOWN,7.0,2015,41,1,1464631,995234,469397,38.0,51.4,50.9,39779848.0,39383032.0,121.2,120.6,Multifamily HR (10+),Multifamily Housing,763447.0,Parking,154200.0,Retail Store,10129.0,8700453,0,96971,Compliant,No Issue,29685946.0,9697086.0,672.9,0.7,POINT (-122.34337 47.61672),,UNDEFINED,,,,,
3422,50285,2020,TOWER 12,Multifamily HR (10+),1977200885,2015 2ND AVE,SEATTLE,WA,98121.0,47.61171,-122.34231,DOWNTOWN,7.0,2016,39,1,539039,412344,126695,83.0,40.6,40.0,16729796.0,16487350.0,82.2,81.6,Multifamily HR (10+),Multifamily Housing,388426.0,Parking,126695.0,Retail Store,23918.0,2734777,0,71563,Compliant,No Issue,9331059.0,7156293.0,429.7,1.0,POINT (-122.34231 47.61171),Weidner Apartment Homes,WA TOWER 12 APARTMENTS LLC,604 172 610,['W. DEAN WEIDNER'],"9757 NE JUANITA DR STE 300, KIRKLAND, WA, 98034-4291, UNITED STATES",WA TOWER 12 APARTMENTS LLC,"WEIDNER INVESTMENT SERVICES, INC."
3424,50294,2020,DAY 1 TOWER AND SPHERES (Amazon),NonResidential,0660000220,2101 7TH AVE,SEATTLE,WA,98121.0,47.61586,-122.33937,DOWNTOWN,7.0,2016,37,2,1599230,1077435,521795,91.0,42.2,42.5,52313660.0,52645348.0,110.0,110.3,Office,Office,1089066.0,Parking,526179.0,Other - Entertainment/Public Assembly,88005.0,13639170,0,61085,Compliant,No Issue,46536848.0,6108492.0,571.9,0.5,POINT (-122.33937 47.61586),Amazon,ACORN DEVELOPMENT LLC,603 183 512,['JOHN SCHOETTLER' 'KURT LAMP' 'MICHAEL DEAL'],"410 TERRY AVENUE  NORTH, SEATTLE, WA, 98103, UNITED STATES",ACORN DEVELOPMENT LLC,CORPORATION SERVICE COMPANY
3430,50304,2020,KINECTS TOWER,Multifamily HR (10+),0660002125,1823 MINOR AVE,SEATTLE,WA,,47.61711,-122.33151,DOWNTOWN,7.0,1970,40,1,512983,512983,0,83.0,46.7,45.8,18450216.0,18085896.0,87.7,86.7,Multifamily HR (10+),Multifamily Housing,395319.0,Parking,117664.0,,,2558681,0,93557,Compliant,No Issue,8730220.0,9355679.0,543.3,1.1,POINT (-122.33151 47.61711),,1823 MINOR WPT LLC +1823 MINOR MM LLC,,,,,
3439,50314,2020,THE CHARTER HOTEL,NonResidential,7683890020,1610 2ND AVE,SEATTLE,WA,98101.0,47.61094,-122.33991,DOWNTOWN,7.0,2018,39,1,185492,185492,0,98.0,46.2,45.1,8560996.0,8370810.0,85.4,84.4,Hotel,Hotel,185492.0,,,,,1148902,0,44508,Compliant,No Issue,3920054.0,4450756.0,257.2,1.4,POINT (-122.33991 47.61094),,DC SEATTLE 1 PROPERTY LLC,604 953 695,['ADAM RICKS' 'NATHAN TAYLOR'],"5314 RIVER RUN DR STE 330, PROVO, UT, 84604-5692, UNITED STATES","DC SEATTLE 1 PROPERTY, LLC","UNIVERSAL REGISTERED AGENTS, INC."
3443,50319,2020,MARKET FRONT APARTMENTS,Multifamily LR (1-4),5160900010,1901 WESTERN AVE,SEATTLE,WA,98101.0,47.60946,-122.34286,DOWNTOWN,7.0,2016,4,1,173700,44971,128729,,92.1,92.1,4141269.0,4141269.0,205.7,205.7,Multifamily LR (1-4),Parking,128729.0,Multifamily Housing,27726.0,Retail Store,17245.0,821328,0,13389,Compliant,No Issue,2802372.0,1338897.0,86.0,1.9,POINT (-122.34286 47.60946),,UNDEFINED,,,,,
3446,50322,2020,MINNIE FLATS,Multifamily MR (5-9),0695000225,101 DENNY WAY,SEATTLE,WA,,47.6186,-122.3548,DOWNTOWN,7.0,2016,6,1,32489,32489,0,100.0,50.8,49.7,1240552.0,1213136.0,106.1,103.5,Multifamily MR (5-9),Multifamily Housing,24410.0,,,,,209823,0,4972,Compliant,No Issue,715916.0,497220.0,30.2,0.9,POINT (-122.3548 47.6186),Johnson & Carr,101 DENNY LLC,603 370 372,['TYLER CARR'],"506 2ND AVE, SUITE 1020, SEATTLE, WA, 98104-2328, UNITED STATES",101 DENNY LLC,PR CORP SERVICES INC
