,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OSEBuildingID,BuildingName,BuildingType,Type_of_Bulding,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,Total_sqft,percent_sqft_1st,percent_sqft_2nd,percent_sqft_3rd,LargestPropertyUseType,LargestPropertyUseType OSE,LargestPropertyUseTypeGFA,LargestPropertyUseTypeGFA Analysis,SecondLargestPropertyUseType,SecondLargestPropertyUseType OSE,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA Analysis,ThirdLargestPropertyUseType,ThirdLargestPropertyUseType OSE,ThirdLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA Analysis,Electricity(kBtu),Steam(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,Total_GFA,sq_ft_classification
2936,2936,2936,2936,27606,OSPREY APTS - 20 UNITS,Multifamily LR (1-4),Multifamily,40362,35114,5248,35114,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,35114,35114,,,0,0,,,0,0,2471,0,0,0.0,0.0,35114,D
2937,2937,2937,2937,27607,ETHYLE MANOR,Multifamily LR (1-4),Multifamily,25160,25160,0,25160,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25160,25160,,,0,0,,,0,0,511940,0,0,3.2,0.1,25160,E
2938,2938,2938,2938,27610,LUXE,Multifamily MR (5-9),Multifamily,26254,26254,0,26254,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26254,26254,,,0,0,,,0,0,616666,0,0,3.8,0.1,26254,E
2939,2939,2939,2939,27620,MADISON LOFTS,Multifamily LR (1-4),Multifamily,40248,40248,0,40428,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,40428,40428,Parking,,13000,0,,,0,0,1148374,0,0,7.1,0.2,53428,D
2940,2940,2940,2940,27622,MADISON PARK PLACE CONDOMINIUM,Multifamily MR (5-9),Multifamily,34629,34629,0,34629,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,34629,34629,Parking,,8428,0,,,0,0,888538,0,103004,10.9,0.3,43057,D
2941,2941,2941,2941,27625,MADISON PARK WATERFRONT CONDOMINIUM,Multifamily LR (1-4),Multifamily,38430,38430,0,32500,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32500,32500,Parking,,8100,0,,,0,0,1466963,0,289474,24.4,0.6,40600,D
2942,2942,2942,2942,27634,TWIN BIRCHES APTS,Multifamily LR (1-4),Multifamily,32366,32366,0,32366,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32366,32366,,,0,0,,,0,0,879697,0,0,5.4,0.2,32366,D
2943,2943,2943,2943,27651,16 UNIT APARTMENT,Multifamily LR (1-4),Multifamily,27246,25516,1730,27246,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,27246,27246,,,0,0,,,0,0,335523,0,217586,13.6,0.5,27246,E
2944,2944,2944,2944,27652,BROOKDALE QUEEN ANNE I,Multifamily LR (1-4),Multifamily,25082,22381,2701,22381,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22381,22381,,,0,0,,,0,0,507376,0,0,3.1,0.1,22381,E
2946,2946,2946,2946,27656,DELMONT APARTMENTS,Multifamily LR (1-4),Multifamily,47276,33694,13582,47276,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,47276,47276,,,0,0,,,0,0,794641,0,352050,23.6,0.7,47276,D
2947,2947,2947,2947,27658,QUEENS OAKS,Multifamily LR (1-4),Multifamily,22344,22344,0,22344,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22344,22344,,,0,0,,,0,0,196217,0,424772,23.8,1.1,22344,E
2948,2948,2948,2948,27659,BROOKDALE QUEEN ANNE II,Multifamily LR (1-4),Multifamily,22331,22331,0,22331,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22331,22331,,,0,0,,,0,0,434119,0,276645,17.4,0.8,22331,E
2949,2949,2949,2949,27668,VIRGINIA MASON - BAILEY BOUSHAY HOUSE,NonResidential,NonResidential,56380,39650,16730,39650,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,39650,39650,Parking,,16730,0,,,0,0,1018939,0,642749,40.4,1.0,56380,D
2950,2950,2950,2950,27673,HOTEL 1000,NonResidential,NonResidential,34074,34074,0,33649,1.0,0.0,0.0,Other/Specialty Hospital,Hospital,33649,33649,,,0,0,,,0,0,3318044,0,6402246,360.5,10.6,33649,D
2952,2952,2952,2952,27680,MAGNOLIA VISTA,Multifamily LR (1-4),Multifamily,35835,28196,7639,28196,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,28196,28196,Parking,,7639,0,,,0,0,739098,0,0,4.6,0.2,35835,E
2953,2953,2953,2953,27681,MAGNOLIA CRESTVIEW APTS,Multifamily LR (1-4),Multifamily,30000,30000,0,30000,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,30000,30000,,,0,0,,,0,0,602033,0,0,3.7,0.1,30000,E
2954,2954,2954,2954,27682,MAGNOLIA CREST APT,Multifamily LR (1-4),Multifamily,25959,25959,0,25959,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25959,25959,,,0,0,,,0,0,664954,0,0,4.1,0.2,25959,E
2955,2955,2955,2955,27683,MAGNOLIAN APTS,Multifamily LR (1-4),Multifamily,25326,25326,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
2956,2956,2956,2956,27684,"MAGGIE, THE",Multifamily LR (1-4),Multifamily,37086,37086,0,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
2958,2958,2958,2958,27687,OVERLOOK AT MAGNOLIA (BLDG E),Multifamily MR (5-9),Multifamily,23705,22146,1559,42251,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,42251,42251,Parking,,3381,0,,,0,0,1304760,0,0,8.0,0.4,45632,D
2959,2959,2959,2959,27688,OVERLOOK AT MAGNOLIA (BLDG C),Multifamily MR (5-9),Multifamily,28185,28185,0,28185,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,28185,28185,,,0,0,,,0,0,724920,0,0,4.5,0.2,28185,E
2960,2960,2960,2960,27689,OVERLOOK AT MAGNOLIA (BLDG A),Multifamily MR (5-9),Multifamily,39900,39900,0,39900,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,39900,39900,,,0,0,,,0,0,845045,0,0,5.2,0.1,39900,D
2961,2961,2961,2961,27690,OVERLOOK AT MAGNOLIA (BLDG B),Multifamily MR (5-9),Multifamily,40560,40560,0,40560,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,40560,40560,,,0,0,,,0,0,1221147,0,0,7.5,0.2,40560,D
2962,2962,2962,2962,27691,OVERLOOK AT MAGNOLIA (BLDG G),Multifamily MR (5-9),Multifamily,44687,44687,0,44687,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,44687,44687,,,0,0,,,0,0,1206219,0,0,7.4,0.2,44687,D
2963,2963,2963,2963,27692,OVERLOOK AT MAGNOLIA (BLDG H),Multifamily MR (5-9),Multifamily,32441,32441,0,32441,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32441,32441,,,0,0,,,0,0,695335,0,0,4.3,0.1,32441,D
2964,2964,2964,2964,27693,OVERLOOK AT MAGNOLIA (BLDG I),Multifamily MR (5-9),Multifamily,33466,33466,0,33466,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,33466,33466,,,0,0,,,0,0,845566,0,0,5.2,0.2,33466,D
2965,2965,2965,2965,27694,OVERLOOK AT MAGNOLIA (BLDG J),Multifamily LR (1-4),Multifamily,36178,36178,0,36178,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,36178,36178,,,0,0,,,0,0,803463,0,0,5.0,0.1,36178,D
2966,2966,2966,2966,27696,OVERLOOK AT MAGNOLIA (BLDG K),Multifamily LR (1-4),Multifamily,29588,29588,0,29588,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,29588,29588,,,0,0,,,0,0,794497,0,0,4.9,0.2,29588,E
2967,2967,2967,2967,27699,MARINWOOD APTS,Multifamily LR (1-4),Multifamily,34602,34602,0,34602,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,34602,34602,,,0,0,,,0,0,698922,0,0,4.3,0.1,34602,D
2968,2968,2968,2968,27701,MAGNOLIA RIDGE CONDOMINIUM,Multifamily LR (1-4),Multifamily,45057,39514,5543,39514,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,39514,39514,Parking,,5543,0,,,0,0,1034251,0,0,6.4,0.2,45057,D
2969,2969,2969,2969,27703,International Full Gospel Parent Building,NonResidential,NonResidential,32452,32452,0,32452,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,32452,32452,,,0,0,,,0,0,375401,0,0,2.3,0.1,32452,D
2971,2971,2971,2971,27706,ROOSEVELT PARK APTS (Used to be PARK VIEW APTS),Multifamily LR (1-4),Multifamily,32961,32961,0,32961,1.0,0.0,0.0,Other - Education,Other,32961,32961,,,0,0,,,0,0,418634,0,0,2.6,0.1,32961,D
2972,2972,2972,2972,27707,ROOSEVELT PLACE,Multifamily LR (1-4),Multifamily,24800,24800,0,24800,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,24800,24800,,,0,0,,,0,0,681208,0,0,4.2,0.2,24800,E
2973,2973,2973,2973,27716,OSBORN CONDOMINIUM,Multifamily MR (5-9),Multifamily,28470,25144,3326,25144,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25144,25144,Parking,,3326,0,,,0,0,621697,0,0,3.8,0.2,28470,E
2974,2974,2974,2974,27721,GREENWOOD LIBRARY,Nonresidential COS,NonResidential,31299,31299,0,31299,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,31299,31299,,,0,0,,,0,0,843519,0,134443,12.3,0.4,31299,D
2975,2975,2975,2975,27734,MAGNOLIA VIEW CONDOMINIUM,Multifamily LR (1-4),Multifamily,27376,12806,14570,12806,1.0,0.0,0.0,Library,Services,12806,12806,Parking,,0,0,,,0,0,744260,0,542522,33.4,2.6,12806,F
2976,2976,2976,2976,27736,MAGNOLIA VILLAGER CONDOMINIUM,Multifamily LR (1-4),Multifamily,24444,24444,0,18000,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,18000,18000,,,0,0,,,0,0,532712,0,0,3.3,0.1,18000,F
2977,2977,2977,2977,27738,ELIZABETH M APTS,Multifamily LR (1-4),Multifamily,27997,27997,0,27997,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,27997,27997,,,0,0,,,0,0,744376,0,0,4.6,0.2,27997,E
2978,2978,2978,2978,27744,FREMONT COURT APTS,Multifamily LR (1-4),Multifamily,25268,22151,3117,22151,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22151,22151,Parking,,3117,0,,,0,0,492475,0,0,3.0,0.1,25268,E
2979,2979,2979,2979,27759,MIRABELLA (WALLINGFORD),Multifamily LR (1-4),Multifamily,45111,30055,15056,30055,0.83,0.0,0.17,Multifamily Housing,Multifamily Housing,24826,24826,Parking,,15056,0,Office,Office,5229,5229,920146,0,0,5.7,0.2,45111,D
2980,2980,2980,2980,27760,THE MILAN,Multifamily LR (1-4),Multifamily,63317,48118,15199,47548,0.89,0.0,0.11,Multifamily Housing,Multifamily Housing,42448,42448,Parking,,15199,0,Office,Office,5100,5100,1272134,0,0,7.8,0.2,62747,D
2981,2981,2981,2981,27774,GUINEVERE,Multifamily LR (1-4),Multifamily,66300,45271,21029,45271,0.79,0.0,0.21,Multifamily Housing,Multifamily Housing,35641,35641,Parking,,21761,0,Office,Office,9630,9630,1531288,0,0,9.4,0.2,67032,D
2984,2984,2984,2984,27816,TEEN CHALLENGE,NonResidential,NonResidential,38560,31769,6791,31769,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,31769,31769,,,0,0,,,0,0,844938,0,0,5.2,0.2,31769,D
2985,2985,2985,2985,27821,QUALITY FOOD CENTER (QFC) SUPERMARKET,NonResidential,NonResidential,25200,25200,0,25200,1.0,0.0,0.0,Other - Lodging/Residential,Hotel,25200,25200,,,0,0,,,0,0,177015,0,1797054,96.5,3.8,25200,E
2986,2986,2986,2986,27825,AKER'S VOLKS-PORSCHE REPAIR,NonResidential,NonResidential,44755,44755,0,46978,1.0,0.0,0.0,Supermarket/Grocery Store,Supermarket/Grocery Store,46978,46978,,,0,0,,,0,0,5610686,0,4938370,296.9,6.6,46978,D
2987,2987,2987,2987,27828,BROADWAY AND E PIKE BUILDING,NonResidential,NonResidential,22320,22320,0,22320,1.0,0.0,0.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Services,22320,22320,,,0,0,,,0,0,136999,0,96691,6.0,0.3,22320,E
2988,2988,2988,2988,27829,EAST PIKE BUILDING,NonResidential,NonResidential,24000,24000,0,24000,0.5,0.25,0.25,Office,Office,12000,12000,Other,Other,6000,6000,Retail Store,Retail Store,6000,6000,928552,0,52397,8.5,0.4,24000,E
2989,2989,2989,2989,27830,ELYSIAN BREWING CO & OFFICES,NonResidential,NonResidential,21228,21228,0,21228,1.0,0.0,0.0,Other - Mall,Retail Store,21228,21228,,,0,0,,,0,0,465483,0,0,2.9,0.1,21228,E
2990,2990,2990,2990,27833,SOUND MENTAL HEALTH,NonResidential,NonResidential,23422,23422,0,23422,1.0,0.0,0.0,Office,Office,23422,23422,,,0,0,,,0,0,309528,0,1671378,90.7,3.9,23422,E
2991,2991,2991,2991,27836,THE MARQUIS APARTMENTS,Multifamily LR (1-4),Multifamily,38879,27551,11328,38879,1.0,0.0,0.0,Urgent Care/Clinic/Other Outpatient,Other,38879,38879,,,0,0,,,0,0,3257420,0,110630,26.0,0.9,38879,D
2992,2992,2992,2992,27837,CASCADIA APARTMENTS,Multifamily LR (1-4),Multifamily,40112,40112,0,40112,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,40112,40112,,,0,0,,,0,0,278733,0,1297164,70.6,1.8,40112,D
2993,2993,2993,2993,27838,MADISON CROSSING APARTMENTS & STORE,NonResidential,NonResidential,25808,25808,0,25808,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25808,25808,,,0,0,,,0,0,485929,0,390565,23.7,0.9,25808,E
2994,2994,2994,2994,27843,OLYMPIAN APARTMENTS,Multifamily MR (5-9),Multifamily,53034,38409,14625,37887,0.59,0.41,0.0,Multifamily Housing,Multifamily Housing,22486,22486,Supermarket/Grocery Store,Supermarket/Grocery Store,15401,15401,Parking,,13308,0,1481320,0,1860003,107.9,2.8,51195,D
2995,2995,2995,2995,27844,THE MADKIN,Multifamily LR (1-4),Multifamily,48700,44644,4056,44644,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,44644,44644,,,0,0,,,0,0,654587,0,942013,54.1,1.2,44644,D
2996,2996,2996,2996,27845,COUNCIL HOUSE,Multifamily HR (10+),Multifamily,25536,25536,0,25536,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25536,25536,,,0,0,,,0,0,165049,0,1795802,96.4,3.8,25536,E
2999,2999,2999,2999,27868,PARK ROYAL APARTMENTS,Multifamily LR (1-4),Multifamily,23616,23616,0,23616,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23616,23616,,,0,0,,,0,0,177535,0,1160026,62.7,2.7,23616,E
3000,3000,3000,3000,27869,AUTO ACCESSORIES INC,NonResidential,NonResidential,28080,24865,3215,24865,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,24865,24865,Parking,,3215,0,,,0,0,636222,0,0,3.9,0.2,28080,E
3001,3001,3001,3001,27870,CHESTER APTS & STORES,Multifamily LR (1-4),Multifamily,23040,23040,0,23040,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23040,23040,,,0,0,,,0,0,70434,0,4868,0.7,0.0,23040,E
3002,3002,3002,3002,27873,THE PACKARD BUILDING,Multifamily MR (5-9),Multifamily,20509,20509,0,20509,0.83,0.17,0.0,Multifamily Housing,Multifamily Housing,17041,17041,Restaurant,Restaurant,3468,3468,,,0,0,236610,0,336443,19.3,0.9,20509,E
3006,3006,3006,3006,27884,HELIX APARTMENTS,Multifamily MR (5-9),Multifamily,27938,27938,0,27105,0.51,0.49,0.0,Office,Office,13917,13917,Retail Store,Retail Store,13188,13188,,,0,0,1278001,0,4970,8.1,0.3,27105,E
3008,3008,3008,3008,27886,TRAVIGNE ON ELEVENTH AVE APTS,Multifamily MR (5-9),Multifamily,64227,47241,16986,47241,0.85,0.0,0.15,Multifamily Housing,Multifamily Housing,40152,40152,Parking,,16986,0,Office,Office,7089,7089,934724,0,984877,58.1,1.2,64227,D
3010,3010,3010,3010,27891,UNIVERSITY PORSCHE AUDI,NonResidential,NonResidential,33480,25167,8313,25167,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25167,25167,Parking,,8313,0,,,0,0,550731,0,383019,23.7,0.9,33480,E
3011,3011,3011,3011,27892,FIRE STATION 17,Nonresidential COS,NonResidential,21600,21600,0,41068,0.8,0.2,0.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Services,32760,32760,Automobile Dealership,Retail Store,8308,8308,Parking,,0,0,1530571,0,1122063,69.0,3.2,41068,D
3012,3012,3012,3012,27895,SAGAMORE BUILDING,Multifamily LR (1-4),Multifamily,27908,27908,0,21918,1.0,0.0,0.0,Fire Station,Fire/Police Station,21918,21918,,,0,0,,,0,0,813843,0,903953,53.0,1.9,21918,E
3013,3013,3013,3013,27901,THE BUSH SCHOOL - UPPER SCHOOL CAMPUS,Campus,Campus,24722,17006,7716,18156,0.85,0.0,0.15,Multifamily Housing,Multifamily Housing,15456,15456,Parking,,8006,0,Retail Store,Retail Store,2700,2700,584570,0,0,3.6,0.2,26162,F
3014,3014,3014,3014,27902,PACIFIC PALISADES CONDOMINIUM,Multifamily LR (1-4),Multifamily,30562,30562,0,30562,1.0,0.0,0.0,K-12 School,K-12 School,30562,30562,,,0,0,,,0,0,680890,0,1011841,57.9,1.9,30562,D
3015,3015,3015,3015,27903,PACIFIC RIM CENTER COMMERCIAL,NonResidential,NonResidential,43422,43422,0,21823,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,21823,21823,,,0,0,,,0,0,840422,0,0,5.2,0.1,21823,E
3018,3018,3018,3018,27926,THE PEARL APARTMENTS,Multifamily MR (5-9),Multifamily,36546,31228,5318,31228,0.98,0.0,0.02,Multifamily Housing,Multifamily Housing,30480,30480,Parking,,5318,0,Fast Food Restaurant,Restaurant,748,748,933885,0,10161,6.3,0.2,36546,D
3020,3020,3020,3020,27929,ARILLIS ARMS,Multifamily LR (1-4),Multifamily,25834,25834,0,31822,1.0,0.0,0.0,Office,Office,31822,31822,,,0,0,,,0,0,1237657,0,486427,33.5,1.3,31822,D
3021,3021,3021,3021,27932,WILANA CO-OP,Multifamily LR (1-4),Multifamily,26172,26172,0,26172,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26172,26172,,,0,0,,,0,0,741721,0,0,4.6,0.2,26172,E
3022,3022,3022,3022,27937,PHINNEY RIDGE CONDOMINIUM,Multifamily LR (1-4),Multifamily,25920,25920,0,25920,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25920,25920,,,0,0,,,0,0,472746,0,285842,18.1,0.7,25920,E
3023,3023,3023,3023,27947,ST MARKS CATHEDRAL,NonResidential,NonResidential,26112,26112,0,26112,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26112,26112,Parking,,6528,0,,,0,0,520014,0,0,3.2,0.1,32640,E
3026,3026,3026,3026,27953,PIKE LOFTS CONDOMINIUM,Multifamily MR (5-9),Multifamily,23856,23856,0,19877,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,19877,19877,Parking,,4500,0,,,0,0,702581,0,0,4.3,0.2,24377,F
3028,3028,3028,3028,27956,MONTLAKE APARTMENTS,Multifamily LR (1-4),Multifamily,27273,27273,0,27401,1.0,0.0,0.0,K-12 School,K-12 School,27401,27401,,,0,0,,,0,0,303739,0,1088792,59.7,2.2,27401,E
3029,3029,3029,3029,27958,"DPE Investments, LLC",Multifamily LR (1-4),Multifamily,20366,20366,0,18000,0.74,0.17,0.09,Multifamily Housing,Multifamily Housing,13350,13350,Other,Other,3070,3070,Food Service,Restaurant,1580,1580,375023,0,1202124,66.2,3.2,18000,F
3030,3030,3030,3030,27962,RALEIGH MANOR APTS,Multifamily LR (1-4),Multifamily,23888,23888,0,23888,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,23888,23888,,,0,0,,,0,0,583566,0,0,3.6,0.2,23888,E
3031,3031,3031,3031,27966,PINEHURST LANE CONDOMINIUM,Multifamily LR (1-4),Multifamily,45579,32817,12762,32977,0.87,0.0,0.13,Multifamily Housing,Multifamily Housing,28785,28785,Parking,,12762,0,Office,Office,4192,4192,878563,0,0,5.4,0.2,45739,D
3032,3032,3032,3032,27969,TRADER JOE'S & APARTMENTS,Multifamily MR (5-9),Multifamily,23175,23175,0,23175,0.83,0.17,0.0,Multifamily Housing,Multifamily Housing,19177,19177,Office,Office,3998,3998,,,0,0,432066,0,276493,17.3,0.7,23175,E
3035,3035,3035,3035,27981,Union 18 Apartments,Multifamily LR (1-4),Multifamily,73495,46895,26600,0,0.0,0.0,0.0,,,0,0,,,0,0,,,0,0,0,0,0,0.0,0.0,0,F
3036,3036,3036,3036,27982,OFFICE BUILDING,NonResidential,NonResidential,37824,37824,0,45822,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,45822,45822,Parking,,2415,0,,,0,0,1368732,0,502999,35.2,0.9,48237,D
3037,3037,3037,3037,27984,OAK VIEW APARTMENT,Multifamily MR (5-9),Multifamily,25111,25111,0,22106,0.64,0.36,0.0,Office,Office,14256,14256,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,7850,7850,Parking,,0,0,475208,0,386697,23.5,0.9,22106,E
3038,3038,3038,3038,27985,LICTON SPRINGS APT,Multifamily LR (1-4),Multifamily,31234,18614,12620,31234,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,31234,31234,Parking,,12620,0,,,0,0,948762,0,0,5.8,0.3,43854,D
3039,3039,3039,3039,27996,THE KENNEY,Multifamily LR (1-4),Multifamily,34023,25338,8685,25338,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25338,25338,Parking,,8685,0,,,0,0,706836,0,0,4.4,0.2,34023,E
3041,3041,3041,3041,28002,HALCYON APTS,Multifamily LR (1-4),Multifamily,22984,22984,0,22984,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,22984,22984,Parking,,4500,0,,,0,0,647228,0,0,4.0,0.2,27484,E
3042,3042,3042,3042,28006,THE PITTSBURGH,Multifamily LR (1-4),Multifamily,26342,21464,4878,26342,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,26342,26342,Parking,,4878,0,,,0,0,600401,0,0,3.7,0.2,31220,E
3043,3043,3043,3043,28007,ADWAS,Multifamily LR (1-4),Multifamily,24329,24329,0,24329,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,24329,24329,Parking,,0,0,,,0,0,298022,0,1964230,106.2,4.4,24329,E
3044,3044,3044,3044,28008,PLAZA DEL SOL,Multifamily MR (5-9),Multifamily,29588,29588,0,30000,0.7,0.3,0.0,Multifamily Housing,Multifamily Housing,21000,21000,Office,Office,9000,9000,,,0,0,785514,0,565411,34.9,1.2,30000,E
3046,3046,3046,3046,28014,PLEASANT VALLEY PLAZA,Multifamily LR (1-4),Multifamily,37843,37843,0,37843,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,37843,37843,,,0,0,,,0,0,490400,0,1033980,57.9,1.5,37843,D
3047,3047,3047,3047,28019,OUR LADY OF FATIMA CHURCH & RECTORY,NonResidential,NonResidential,35787,35787,0,35787,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,35787,35787,,,0,0,,,0,0,870066,0,0,5.4,0.1,35787,D
3048,3048,3048,3048,28020,OUR LADY OF FATIMA SCHOOL & GYM,NonResidential,NonResidential,31805,31805,0,31805,1.0,0.0,0.0,Worship Facility,Worship Facility,31805,31805,,,0,0,,,0,0,376252,0,1271966,69.9,2.2,31805,D
3049,3049,3049,3049,28022,BLUE RIDGE APTS,Multifamily LR (1-4),Multifamily,20811,20811,0,20811,1.0,0.0,0.0,K-12 School,K-12 School,20811,20811,,,0,0,,,0,0,501350,0,862701,48.9,2.4,20811,E
3050,3050,3050,3050,28025,CSC Meter Shop (G),Nonresidential COS,NonResidential,28328,28328,0,28328,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,28328,28328,,,0,0,,,0,0,767965,0,0,4.7,0.2,28328,E
3051,3051,3051,3051,28027,POINT ELLIOTT CONDOMINIUM,Multifamily MR (5-9),Multifamily,22058,22058,0,19930,0.63,0.37,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,12644,12644,Office,Office,7286,7286,,,0,0,862260,0,1218446,70.0,3.2,19930,F
3052,3052,3052,3052,28028,POINT NAUTICA CONDOMINIUM,Multifamily MR (5-9),Multifamily,42188,42188,0,42188,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,42188,42188,,,0,0,,,0,0,722916,0,659880,39.5,0.9,42188,D
3053,3053,3053,3053,28029,PLYMOUTH POULTRY,NonResidential,NonResidential,36730,36730,0,36730,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,36730,36730,,,0,0,,,0,0,589697,0,443699,27.2,0.7,36730,D
3054,3054,3054,3054,28033,PARK MANOR APTS LLC,NonResidential,NonResidential,22890,22890,0,46342,1.0,0.0,0.0,Refrigerated Warehouse,Refrigerated Warehouse,46342,46342,,,0,0,,,0,0,8349089,0,849030,96.6,4.2,46342,D
3055,3055,3055,3055,28035,TRACY ANN APTS. - NORTH,Multifamily LR (1-4),Multifamily,28320,28320,0,28320,1.0,0.0,0.0,Distribution Center,Non-Refrigerated Warehouse,28320,28320,Parking,,0,0,,,0,0,3284025,0,912038,68.7,2.4,28320,E
3056,3056,3056,3056,28039,OLYMPIC MANOR APTS & SHOPS,Multifamily LR (1-4),Multifamily,26498,26498,0,25898,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,25898,25898,Parking,,600,0,,,0,0,758215,0,0,4.7,0.2,26498,E
3057,3057,3057,3057,28046,LINDEN PARK CONDOMINIUM,Multifamily LR (1-4),Multifamily,28683,28683,0,28683,0.87,0.13,0.0,Multifamily Housing,Multifamily Housing,25091,25091,Retail Store,Retail Store,3592,3592,Parking,,0,0,672531,0,0,4.1,0.1,28683,E
3060,3060,3060,3060,28050,MERIDIAN PLACE APTS (BLDG B),Multifamily LR (1-4),Multifamily,46339,36278,10061,42842,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,42842,42842,,,0,0,,,0,0,1145062,0,0,7.1,0.2,42842,D
3061,3061,3061,3061,28051,MERIDIAN PLACE (BLDGS C & D),Multifamily LR (1-4),Multifamily,43245,38311,4934,43288,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,43288,43288,,,0,0,,,0,0,956318,0,0,5.9,0.2,43288,D
3063,3063,3063,3063,28066,OFFICE BUILDING,NonResidential,NonResidential,29079,29079,0,29079,1.0,0.0,0.0,Worship Facility,Worship Facility,29079,29079,,,0,0,,,0,0,470657,0,432250,25.9,0.9,29079,E
3064,3064,3064,3064,28067,COLONY SURF APTS,Multifamily LR (1-4),Multifamily,28848,19232,9616,19232,1.0,0.0,0.0,Office,Office,19232,19232,Parking,,9616,0,,,0,0,726828,0,0,4.5,0.2,28848,F
3065,3065,3065,3065,28068,ROLLIN STREET,Multifamily HR (10+),Multifamily,42816,42816,0,36675,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,36675,36675,Parking,,0,0,,,0,0,1178219,0,0,7.3,0.2,36675,D
