,OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,Owner,CouncilDistrictCode,Neighborhood,Units,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions__metric_tons_,ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI_kBtu_sf_,SiteEUIWN_kBtu_sf_,SiteEnergyUse_kBtu_,SiteEnergyUseWN_kBtu_,SourceEUI_kBtu_sf_,SourceEUIWN_kBtu_sf_,GHGEmissionsIntensityKgSqFt,NaturalGas_kBtu_,NaturalGas_therms_,Electricity_kBtu_,Electricity_kWh_,SteamUse_kBtu_,OtherFuelUse_kBtu_,PropertyGFATotal,PropertyGFABuilding_s_,PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus,Comments,DefaultData,LegislationPropertyType,electric_co2_m3_kwh
2998,24604,7987400060,2020,NonResidential,WEST SEATTLE VENTURE LLC,ACTIVSPACE AT LUNA PARK LLC,1,SOUTHWEST,NOT_FOUND,2004,3400 HARBOR AVE SW,SEATTLE,WA,98126,47.57269,-122.37056,,,Mixed Use Property,5.2,,,34.0,34.9,1008192,981610,95.1,97.7,0.1,0,0,981610,287693,0,0,35176,35176,0,1,5,Office,14452,Other,14452,,,,No Issue,Compliant,,,Mixed Use Property,1.8074822814597506e-05
3000,266,9271000000,2020,Multifamily LR (1-4),WEST SEATTLE COMM. RESOURCE CENTER/FOOD BANK APT/MIXED USE,,1,DELRIDGE NEIGHBORHOODS,34,2007,6500 35TH AVE SW,SEATTLE,WA,98126,47.54448,-122.37603,,,Multifamily LR (1-4),9.4,44,,40.6,41.7,1822248,1776523,113.8,116.7,0.2,0,0,1776523,520669,0,0,52134,37940,14194,1,4,Multifamily Housing,34890,Parking,14194,Other - Public Services,8816,,No Issue,Compliant,,,Multifamily Housing,1.805369630225729e-05
3002,20186,1029900000,2020,Multifamily LR (1-4),BRADFORD COURT CONDOMINIUM,BOLLER HURDITCH -RLT,1,SOUTHWEST,NOT_FOUND,1992,3022 SW BRADFORD ST,SEATTLE,WA,98126,47.56937,-122.37183,,,Multifamily LR (1-4),4.9,84,,29.5,30.0,935936,921472,82.6,83.9,0.2,0,0,921472,270068,0,0,31236,31236,0,1,4,Multifamily Housing,31236,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8143578654264854e-05
3004,20383,1324039102,2020,Multifamily LR (1-4),CITY VIEWS APTS,MMJV LLC,1,SOUTHWEST,107,1992,3021 SW BRADFORD ST,SEATTLE,WA,98126,47.56874,-122.37178,,,Multifamily LR (1-4),12.7,90,,29.2,29.6,2417613,2386128,81.7,82.8,0.2,0,0,2386128,699334,0,0,121037,81732,39305,1,4,Multifamily Housing,81732,Parking,39305,,,,No Issue,Compliant,,,Multifamily Housing,1.8160135214361093e-05
3006,20444,952008240,2020,Multifamily LR (1-4),FAIRWAY APARTMENT,FAIRWAY BUILDING LLC,1,SOUTHWEST,27,1963,4511 35TH AVE SW,SEATTLE,WA,98126,47.56245,-122.37658,,,Multifamily LR (1-4),3.3,86,,24.0,24.4,632665,620311,67.1,68.4,0.1,0,0,620311,181803,0,0,29351,25891,3460,1,4,Multifamily Housing,25891,Parking,0,,,,No Issue,Compliant,,,Multifamily Housing,1.8151515651556905e-05
3007,21762,2491200915,2020,Multifamily LR (1-4),BARTON COURT APTS,BARTON COURT ASSOCIATES LLC,1,SOUTHWEST,29,1988,9021 35TH AVE SW,SEATTLE,WA,98126,47.52225,-122.37718,,,Multifamily LR (1-4),4.1,82,,30.8,31.3,792913,779222,86.2,87.7,0.2,0,0,779222,228377,0,0,31499,25301,6198,1,3,Multifamily Housing,25301,Parking,6198,,,,No Issue,Compliant,,,Multifamily Housing,1.795277107589643e-05
3008,22831,2861400000,2020,Multifamily LR (1-4),GRAHAM TERRACE VIEW CONDOMINIUM,,1,SOUTHWEST,NOT_FOUND,1979,6055 35TH AVE SW,SEATTLE,WA,98126,47.54685,-122.37676,,,Multifamily LR (1-4),6.0,6,,45.9,46.5,1132048,1119664,128.6,130.1,0.2,0,0,1119664,328155,0,0,24371,24371,0,1,3,Multifamily Housing,24371,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8284042601819262e-05
3009,23105,3110650000,2020,Multifamily LR (1-4),HARBOR CREST CONDOMINIUM,,1,SOUTHWEST,NOT_FOUND,1985,1639 HARBOR AVE SW,SEATTLE,WA,98126,47.58869,-122.38083,,,Multifamily LR (1-4),3.6,,,30.5,31.5,703975,682282,85.5,88.2,0.1,0,0,682283,199966,0,0,26827,26827,0,1,4,Multifamily Housing,22356,,,,,,No Issue,Compliant,,,Multifamily Housing,1.800306052028845e-05
3010,23679,3277801539,2020,Multifamily LR (1-4),ALDER CREST APTS.,SEATTLE HOUSING AUTHORITY,1,DELRIDGE NEIGHBORHOODS,36,1977,6520 35TH AVE SW,SEATTLE,WA,98126,47.54371,-122.37605,,,Multifamily LR (1-4),5.8,26,,49.4,50.8,1124682,1093069,138.3,142.3,0.2,0,0,1093069,320360,0,0,23664,23664,0,1,3,Multifamily Housing,22124,Parking,0,,,,No Issue,Compliant,,,Multifamily Housing,1.810463228867524e-05
3011,23680,3278601900,2020,Multifamily LR (1-4),"SGT JOSE CANGAS, SR. APARTMENTS",,1,DELRIDGE NEIGHBORHOODS,40,2006,6025 LANHAM PL SW,SEATTLE,WA,98126,47.54733,-122.37377,,,Multifamily LR (1-4),6.2,61,,31.7,32.4,1186511,1162557,88.9,90.7,0.1,0,0,1162557,340726,0,0,42169,41369,800,1,3,Multifamily Housing,36628,,,,,,No Issue,Compliant,,,Multifamily Housing,1.819643936770308e-05
3013,24292,3390400000,2020,Multifamily LR (1-4),HOLDEN MANOR CONDOMINIUM,,1,SOUTHWEST,NOT_FOUND,1980,3501 SW HOLDEN ST,SEATTLE,WA,98126,47.53323,-122.37693,,,Multifamily LR (1-4),3.5,,,23.8,24.4,666883,652769,66.8,68.2,0.1,0,0,652769,191316,0,0,26970,26970,0,1,4,Multifamily Housing,26970,Parking,2800,Non-Refrigerated Warehouse,400,,No Issue,Compliant,,,Multifamily Housing,1.8294340253820905e-05
3014,24645,3624039171,2020,Multifamily LR (1-4),ROXBURY VILLAGE,,1,DELRIDGE NEIGHBORHOODS,45,2000,9409 27TH AVE SW,SEATTLE,WA,98126,47.51907,-122.36822,,,Multifamily LR (1-4),9.3,65,,35.2,36.2,1789583,1743125,98.6,101.2,0.2,0,0,1743125,510881,0,0,49501,49501,0,1,2,Multifamily Housing,49501,,,,,,No Issue,Compliant,,,Multifamily Housing,1.820384786280954e-05
3015,25240,8895300000,2020,Multifamily LR (1-4),VERGE CONDOMINIUM,,1,SOUTHWEST,NOT_FOUND,2004,3213 HARBOR AVE SW,SEATTLE,WA,98126,47.57519,-122.37143,,,Multifamily LR (1-4),6.4,71,,27.3,27.7,1217313,1200406,76.4,77.4,0.1,0,0,1200406,351819,0,0,53919,53919,0,1,4,Multifamily Housing,44009,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8191172165232692e-05
3016,25338,6384550000,2020,Multifamily LR (1-4),OLYMPIC PARK CONDOMINIUM,,1,SOUTHWEST,NOT_FOUND,1981,3421 SW ROXBURY ST,SEATTLE,WA,98126,47.51715,-122.37647,,,Multifamily LR (1-4),5.4,83,,27.1,27.9,1036143,1009146,76.0,78.0,0.1,0,0,1009146,295764,0,0,42084,42084,0,1,4,Multifamily Housing,37183,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8257800137947823e-05
3018,25436,6882500035,2020,Multifamily LR (1-4),WESTWOOD HEIGHTS EAST,HOUSING AUTHORITY OF THE CITY OF SEATTLE,1,DELRIDGE NEIGHBORHOODS,42,1997,9440 27TH AVE SW,SEATTLE,WA,98126,47.51789,-122.36689,,,Multifamily LR (1-4),6.6,57,,34.4,34.9,1265618,1247923,96.4,97.7,0.2,0,0,1247923,365745,0,0,36260,36260,0,2,3,Multifamily Housing,36260,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8045359471763114e-05
3019,25754,9269200025,2020,Multifamily LR (1-4),HILL CREST APARTMENTS,HILL CREST WEST SEATTLE LLC,1,DELRIDGE NEIGHBORHOODS,71,1989,7524 35TH AVE SW,SEATTLE,WA,98126,47.53456,-122.37632,,,Multifamily LR (1-4),8.8,95,,26.2,26.6,1680650,1656272,73.4,74.5,0.1,0,0,1656272,485426,0,0,84415,63198,21217,1,4,Multifamily Housing,63198,Parking,21217,,,,No Issue,Compliant,,,Multifamily Housing,1.8128406801448626e-05
3020,25757,9270100000,2020,Multifamily LR (1-4),WEST POINT PLACE CONDOMINIUM,,1,SOUTHWEST,NOT_FOUND,1988,3507 SW ALASKA ST,SEATTLE,WA,98126,47.56079,-122.3766,,,Multifamily LR (1-4),2.2,,,19.6,20.0,432131,423036,54.9,56.1,0.1,0,0,423036,123985,0,0,21581,21581,0,1,4,Multifamily Housing,21581,Parking,5616,,,,No Issue,Compliant,,,Multifamily Housing,1.7744081945396623e-05
3021,25898,9297301885,2020,Multifamily LR (1-4),TERRACE VILLA,SOCKO LLC,1,SOUTHWEST,36,1989,3230 SW AVALON WAY,SEATTLE,WA,98126,47.56439,-122.37348,,,Multifamily LR (1-4),4.3,92,,26.5,27.0,816053,800438,74.1,75.5,0.1,0,0,800438,234595,0,0,43441,30252,13189,1,4,Multifamily Housing,30259,Parking,13189,,,,No Issue,Compliant,,,Multifamily Housing,1.832946141222106e-05
3022,28039,4319200655,2020,Multifamily LR (1-4),OLYMPIC MANOR APTS & SHOPS,EVARONE JACK W,1,SOUTHWEST,33,1978,3504 SW WEBSTER ST,SEATTLE,WA,98126,47.53594,-122.37703,,,Multifamily LR (1-4),3.5,,,23.3,24.0,689124,667185,65.1,67.3,0.1,0,0,667185,195541,0,0,28683,28683,0,1,3,Multifamily Housing,25091,"Personal Services (Health/Beauty, Dry Cleaning, etc)",3000,Retail Store,592,,No Issue,Compliant,,,Multifamily Housing,1.7899059532272005e-05
3032,25895,9297301855,2020,Multifamily MR (5-9),AVALON WEST,AVALON WEST PARTNERS LLC,1,SOUTHWEST,26,1991,3250 SW AVALON WAY,SEATTLE,WA,98126,47.5643,-122.37474,,,Multifamily MR (5-9),3.1,88,,27.5,28.1,597810,586404,77.1,78.6,0.1,0,0,586404,171865,0,0,21294,21294,0,1,5,Multifamily Housing,21294,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8037413085852268e-05
3033,25897,9297301880,2020,Multifamily MR (5-9),WESTSIDE II,SEACLIFF WESTSIDE II LLC,1,SOUTHWEST,26,1991,3236 SW AVALON WAY,SEATTLE,WA,98126,47.5643,-122.37409,,,Multifamily MR (5-9),3.4,93,,36.1,36.8,655056,642739,101.0,102.9,0.2,0,0,642739,188376,0,0,30796,21294,9502,1,5,Multifamily Housing,17819,Parking,7127,,,,No Issue,Compliant,,,Multifamily Housing,1.804900836624623e-05
3034,25901,9297301976,2020,Multifamily MR (5-9),AVALON PARK VISTA,SEACLIFF GOTHARD L L C,1,DELRIDGE NEIGHBORHOODS,60,1999,3233 SW AVALON WAY,SEATTLE,WA,98126,47.56379,-122.37356,,,Multifamily MR (5-9),8.9,85,,29.3,29.7,1688288,1665239,82.2,83.3,0.2,0,0,1665239,488054,0,0,80083,55665,24418,1,5,Multifamily Housing,56755,Parking,0,,,,No Issue,Compliant,,,Multifamily Housing,1.8235687034631413e-05
3035,26019,9306000000,2020,Multifamily MR (5-9),WESTMONT CONDOMINIUM,,1,SOUTHWEST,NOT_FOUND,2002,3120 SW AVALON WAY,SEATTLE,WA,98126,47.56486,-122.37284,,,Multifamily MR (5-9),3.4,96,,25.1,25.6,660854,647866,70.3,71.7,0.1,0,0,647866,189879,0,0,25800,25800,0,1,6,Multifamily Housing,25800,Parking,2550,,,,No Issue,Compliant,,,Multifamily Housing,1.7906140226144018e-05
3038,49722,952008170,2020,Multifamily MR (5-9),NOVA APARTMENTS,NOVA APARTMENTS LLC,1,SOUTHWEST,,2012,4600 36TH AVE SW,SEATTLE,WA,98126,47.56189,-122.37706,,,Multifamily MR (5-9),6.1,97,,19.0,19.2,1159713,1146214,53.1,53.7,0.1,0,0,1146214,335936,0,0,59205,59205,0,1,5,Multifamily Housing,60459,Parking,0,,,,Account Requires Verification,Not Compliant,,,Multifamily Housing,1.815822061345018e-05
3043,20435,952007370,2020,NonResidential,TRADER JOE'S,HULING BROS PROP LLC,1,SOUTHWEST,NOT_FOUND,1946,4545 FAUNTLEROY WAY SW,SEATTLE,WA,98126,47.56197,-122.38109,,,Supermarket/Grocery Store,10.0,96,,73.2,72.8,1876444,1884564,204.8,203.9,0.4,0,0,1884564,552334,0,0,25762,25762,0,1,2,Supermarket/Grocery Store,25762,,,,,,No Issue,Compliant,,,Supermarket/Grocery Store,1.810498719977405e-05
3046,20440,952007920,2020,NonResidential,SK FOOD GROUP/LSG SKY CHEF,PCK-DLK LLC,1,SOUTHWEST,NOT_FOUND,1981,4600 37TH AVE SW,SEATTLE,WA,98126,47.56175,-122.37835,,,Manufacturing/Industrial Plant,6.5,,,34.3,34.7,1713583,1694076,79.4,79.8,0.2,0,0,1224081,358758,0,0,43387,43387,0,1,3,Manufacturing/Industrial Plant,49383,,,,,,No Issue,Compliant,,,Other,1.8118062872465563e-05
3052,577,2926049490,2020,NonResidential,NORTHWAY WEST BUILDING,NORTHWAY WEST LLC,1,NORTHWEST,NOT_FOUND,1981,10700 MERIDIAN AVE N,SEATTLE,WA,98133,47.70732,-122.33279,,,Office,28.8,40,,62.7,63.4,5486523,5424430,175.6,177.6,0.3,0,0,5424428,1589809,0,0,86483,86483,0,1,6,Office,86483,Parking,0,,,,No Issue,Compliant,,,Office,1.811538367187505e-05
3054,21226,1926049335,2020,NonResidential,OFFICE BUILDING,THISTLEDOWN LLC  % JULIA L CALHOUN,5,NORTHWEST,NOT_FOUND,2001,911 N 145TH ST,SEATTLE,WA,98133,47.73387,-122.34722,,,Office,10.5,11,,75.3,75.9,1993788,1977255,210.7,212.5,0.4,0,0,1977255,579500,0,0,42793,26275,16518,1,2,Office,26275,Parking,16518,,,,No Issue,Compliant,,,Office,1.81190681622088e-05
3055,22940,2926049018,2020,NonResidential,MERIDIAN NORTH OFFICE BUILDING,EBERHARTER/MERIDIAN LLC,5,NORTHWEST,NOT_FOUND,1982,10740 MERIDIAN AVE N,SEATTLE,WA,98133,47.70793,-122.33316,,,Office,6.2,64,,42.0,42.2,1162943,1158692,117.7,118.1,0.2,0,0,1158692,339593,0,0,27574,27574,0,1,2,Office,27574,,,,,,No Issue,Compliant,,,Office,1.8257148998948743e-05
3057,516,1926049215,2020,NonResidential,AURORA SHOPPING CENTER,MGP X AURORA LLC,1,NORTHWEST,NOT_FOUND,1964,13201 AURORA AVE N,SEATTLE,WA,98133,47.72546,-122.34659,,,Strip Mall,24.9,,,36.4,36.4,4690846,4690846,102.0,102.0,0.3,0,0,4690845,1374808,0,0,87665,87665,0,6,1,Strip Mall,128784,,,,,,No Issue,Compliant,,,Mixed Use Property,1.8111619949840267e-05
3066,23231,7608700007,2020,NonResidential,BITTER LAKE PLAZA,ATHENAS OWL LLC,1,NORTHWEST,NOT_FOUND,1979,929 N 130TH ST,SEATTLE,WA,98133,47.72286,-122.34612,,,Unclassified,0.0,,,,,,,,,0.0,0,0,0,0,0,0,20088,20088,0,1,2,,,,,,,,Portfolio Manager Account Not Shared,Not Compliant,,,Other,
3067,50679,2291400025,2020,Multifamily LR (1-4),PARKSTONE APARTMENTS,BROWN THEODORE F,1,NORTHWEST,,2017,1008 N 109TH ST,SEATTLE,SEATTLE,98133,47.70821,-122.34549,,,Unclassified,0.0,,,,,,,,,0.0,0,0,0,0,0,0,41132,41132,0,1,4,,,,,,,,Portfolio Manager Account Not Shared,Not Compliant,,,Other,
3068,24513,3126049388,2020,NonResidential,OAK TREE CINEMAS (OAK TREE PLAZA),OAKTREE PLAZA ASSOCIATES,5,NORTHWEST,NOT_FOUND,1986,10006 AURORA AVE N,SEATTLE,WA,98133,47.70197,-122.34219,,,Movie Theater,9.8,,,55.2,56.7,1892898,1842480,154.5,158.7,0.3,0,0,1842480,540000,0,0,33392,33392,0,1,1,Movie Theater,33392,,,,,,No Issue,Compliant,,,Entertainment/Public Assembly,1.814814814814815e-05
3071,582,3026049142,2020,NonResidential,MCMURRAY MEDICAL BUILDING,BOARD OF REGENTS OF THE UNIVERSITY OF WASHINGTON,1,NORTHWEST,NOT_FOUND,2005,1536 N 115TH ST,SEATTLE,WA,98133,47.7126,-122.33782,,,Medical Office,25.7,12,,80.1,80.1,4840424,4840424,224.3,224.3,0.4,0,0,4840424,1418647,0,0,63909,63909,0,1,3,Medical Office,60437,,,,,,No Issue,Compliant,,,Other,1.811585263987447e-05
3073,22962,2926049094,2020,NonResidential,OFFICE BUILDING,HR I ACQUISITION CORPORATION,1,NORTHWEST,NOT_FOUND,1987,2111 N NORTHGATE WAY,SEATTLE,WA,98133,47.70842,-122.3332,,,Medical Office,14.8,50,,59.0,59.5,2813678,2788071,165.2,166.7,0.3,0,0,2788071,817137,0,0,76105,48798,27307,1,3,Medical Office,47255,,,,,,No Issue,Compliant,,,Other,1.8112017935792898e-05
3081,19776,164000020,2020,NonResidential,AMAZON DISTRIBUTION CENTER,SUMMER AURORA LLC,5,NORTHWEST,NOT_FOUND,2002,13537 AURORA AVE N,SEATTLE,WA,98133,47.72782,-122.34536,,,Distribution Center,11.9,,,65.9,65.6,2231356,2238638,184.4,183.8,0.4,0,0,2238638,656107,0,0,29924,29924,0,1,1,Distribution Center,33989,Parking,0,,,,No Issue,Compliant,,,Other,1.8137285534219267e-05
3083,27584,5464300020,2020,Multifamily HR (10+),MERIDIAN MANOR,MERIDIAN MANOR NORTH L L C,5,NORTHWEST,109,1979,10345 MERIDIAN AVE N,SEATTLE,WA,98133,47.70451,-122.33453,,,Multifamily HR (10+),20.1,29,,50.3,50.9,3821458,3776788,140.9,142.5,0.3,0,0,3776787,1106913,0,0,75070,75070,0,1,10,Multifamily Housing,75070,,,,,,No Issue,Compliant,,,Multifamily Housing,1.815860867114218e-05
3084,19440,348300000,2020,Multifamily LR (1-4),B DIVISION NO. 02 CONDOMINIUM,,5,NORTHWEST,NOT_FOUND,1976,1900 N NORTHGATE WAY,SEATTLE,WA,98133,47.70835,-122.33555,,,Multifamily LR (1-4),3.8,93,,22.6,22.9,718379,709157,63.4,64.2,0.1,0,0,709157,207842,0,0,31334,31334,0,1,4,Multifamily Housing,31334,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8283118907631758e-05
3085,19781,164000222,2020,Multifamily LR (1-4),AMESBURY COURT APTS -  BLDG C,AMFP V AMESBURY LLC,1,NORTHWEST,114,1990,13739 LINDEN AVE N,SEATTLE,WA,98133,47.72925,-122.34834,,,Multifamily LR (1-4),6.0,90,,27.5,27.7,1136746,1128203,77.0,77.6,0.1,0,0,1128203,330657,0,0,43228,43228,0,1,4,Multifamily Housing,40999,Parking,12664,,,,No Issue,Compliant,,,Multifamily Housing,1.814569175913409e-05
3086,19988,832000005,2020,Multifamily LR (1-4),GREENWOOD NORTH APTS,GREENWOOD NORTH ADARTMENTS LLC +GREENWOOD NORTH APARTMENTS LLC,5,NORTHWEST,23,1966,13322 GREENWOOD AVE N,SEATTLE,WA,98133,47.72614,-122.35519,,,Multifamily LR (1-4),4.5,59,,32.7,33.0,851930,843533,91.6,92.5,0.1,0,0,843533,247226,0,0,31317,31317,0,1,4,Multifamily Housing,25788,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8201969048562853e-05
3087,19991,832500000,2020,Multifamily LR (1-4),BITTER LAKE WEST CONDOMINIUM,,1,NORTHWEST,NOT_FOUND,1964,316 N 134TH ST,SEATTLE,WA,98133,47.7265,-122.35426,,,Multifamily LR (1-4),3.5,93,,24.4,24.6,656922,651565,68.2,68.8,0.1,0,0,651565,190963,0,0,26744,26744,0,1,4,Multifamily Housing,26744,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8328157810675367e-05
3088,19992,833000000,2020,Multifamily LR (1-4),BITTERLAKE VISTA CONDOMINIUM,,1,NORTHWEST,NOT_FOUND,1987,707 N 130TH ST,SEATTLE,WA,98133,47.72304,-122.35007,,,Multifamily LR (1-4),4.3,91,,27.1,27.3,819536,814929,75.9,76.3,0.1,0,0,814929,238842,0,0,30060,30060,0,1,4,Multifamily Housing,30070,Parking,2600,,,,No Issue,Compliant,,,Multifamily Housing,1.800353371685047e-05
3089,20228,1139000105,2020,Multifamily LR (1-4),ARRAGUN APARTMENTS,ALKI PARK APTS 2012 LLC +4128 12TH AVE NE 2016 LLC,1,NORTHWEST,19,1978,10757 GREENWOOD AVE N,SEATTLE,WA,98133,47.70847,-122.35593,,,Multifamily LR (1-4),3.3,,,30.1,30.3,620813,615997,84.2,84.9,0.2,0,0,615997,180538,0,0,22824,20480,2344,1,3,Multifamily Housing,20480,Parking,2344,,,,No Issue,Compliant,,,Multifamily Housing,1.8278700329016604e-05
3090,20230,1139000990,2020,Multifamily LR (1-4),NORTHPARK VILLAGE,NORTHPARK VILLAGE L.L.C,5,NORTHWEST,46,1988,10545 GREENWOOD AVE N,SEATTLE,WA,98133,47.7064,-122.35574,,,Multifamily LR (1-4),6.0,93,,26.3,26.4,1141416,1133601,73.5,74.0,0.1,0,0,1133601,332240,0,0,57338,43130,14208,1,3,Multifamily Housing,43180,Parking,14208,,,,No Issue,Compliant,,,Multifamily Housing,1.805923428846617e-05
3091,20350,1562400000,2020,Multifamily LR (1-4),Arabelle Apartments,NOT FOUND,5,NORTHWEST,,1988,10321 MERIDIAN AVE N,SEATTLE,WA,98133,47.70395,-122.33471,,,Multifamily LR (1-4),5.8,,,22.7,22.8,1091694,1085645,63.5,63.9,0.2,0,0,1085645,318184,0,0,47873,34572,13301,2,4,Multifamily Housing,47873,,,,,,No Issue,Compliant,,,Multifamily Housing,1.822844643351017e-05
3092,20496,1459950000,2020,Multifamily LR (1-4),CEDAR POINTE OF SEATTLE CONDOMINIUM,,5,NORTHWEST,NOT_FOUND,1978,750 N 143RD ST,SEATTLE,WA,98133,47.73279,-122.34851,,,Multifamily LR (1-4),9.8,85,,25.1,25.3,1851527,1836589,70.2,70.8,0.1,0,0,1836589,538273,0,0,73234,73234,0,1,4,Multifamily Housing,73234,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8206374832101926e-05
3093,20777,1785500003,2020,Multifamily LR (1-4),BROADVIEW APTS,BROADVIEW 125 LLC,5,NORTHWEST,24,1976,12550 GREENWOOD AVE N,SEATTLE,WA,98133,47.72116,-122.35512,,,Multifamily LR (1-4),3.0,95,,21.0,21.1,576185,572285,58.7,59.1,0.1,0,0,572285,167727,0,0,27296,23271,4025,1,3,Multifamily Housing,27296,,,,,,No Issue,Compliant,,,Multifamily Housing,1.788620794505357e-05
3094,20787,1792500000,2020,Multifamily LR (1-4),COURTYARD AT BITTER LAKE CONDOMINIUM,,5,NORTHWEST,NOT_FOUND,1989,903 N 130TH ST,SEATTLE,WA,98133,47.72298,-122.34795,,,Multifamily LR (1-4),5.8,,,31.6,31.9,1097361,1084776,88.4,89.4,0.2,0,0,1084776,317930,0,0,34368,34368,0,1,4,Multifamily Housing,34368,Parking,0,,,,No Issue,Compliant,,,Multifamily Housing,1.8243009467492845e-05
3096,21203,1926049016,2020,Multifamily LR (1-4),NELSON APARTMENTS,NELSON APARTMENTS LLC,5,NORTHWEST,61,2007,14300 GREENWOOD AVE N,SEATTLE,WA,98133,47.73255,-122.35506,,,Multifamily LR (1-4),9.4,94,,29.2,29.4,1783624,1774864,81.8,82.2,0.2,0,0,1774864,520183,0,0,95353,60767,34586,1,4,Multifamily Housing,54192,Parking,33714,Office,6570,,No Issue,Compliant,,,Multifamily Housing,1.8070563628569176e-05
3097,21207,1926049082,2020,Multifamily LR (1-4),STERLING MANOR,TIME WARPP III LLC,1,NORTHWEST,21,1976,811 N 130TH ST,SEATTLE,WA,98133,47.72305,-122.34878,,,Multifamily LR (1-4),2.9,98,,17.5,17.7,546366,542019,49.1,49.4,0.1,0,0,542019,158857,0,0,30940,30940,0,1,3,Multifamily Housing,30940,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8255412100190737e-05
3098,21215,1926049216,2020,Multifamily LR (1-4),NORTHLINE APTS,RISE PROPERTIES WOODLAND POINTE LP,5,NORTHWEST,55,1978,14359 LINDEN AVE N,SEATTLE,WA,98133,47.73375,-122.34851,,,Multifamily LR (1-4),16.5,41,,41.9,42.3,3135919,3107374,117.4,118.5,0.2,0,0,3107374,910719,0,0,89068,89068,0,16,3,Multifamily Housing,74125,Parking,6325,,,,No Issue,Compliant,,,Multifamily Housing,1.8117553273841878e-05
3099,21231,1926049362,2020,Multifamily LR (1-4),VIEW AT BITTER LAKE APTS,YSG HOLDINGS CO LTD,5,NORTHWEST,54,1989,13410 GREENWOOD AVE N,SEATTLE,WA,98133,47.72678,-122.35493,,,Multifamily LR (1-4),7.4,87,,23.3,23.5,1409327,1399470,65.3,65.8,0.2,0,0,1399470,410161,0,0,52122,41336,10786,1,4,Multifamily Housing,60000,Parking,6000,,,,No Issue,Compliant,,,Multifamily Housing,1.8041695821884576e-05
3100,21234,1926049389,2020,Multifamily LR (1-4),SEA HOUSING AUTHORITY APT BLDG,HOUSING AUTHORITY CITY SEATTLE,5,NORTHWEST,72,1983,620 N 130TH ST,SEATTLE,WA,98133,47.72376,-122.35102,,,Multifamily LR (1-4),10.1,59,,32.0,32.3,1913626,1899179,89.7,90.4,0.2,0,0,1899179,556618,0,0,59301,59301,0,1,3,Multifamily Housing,59301,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8145298930325646e-05
3101,21877,2426039017,2020,Multifamily LR (1-4),BRENTWOOD SQUARE APTS,GREENWOOD ASSOC LLC,5,NORTHWEST,45,1968,13315 GREENWOOD AVE N,SEATTLE,WA,98133,47.72581,-122.35617,,,Multifamily LR (1-4),5.3,88,,24.2,24.3,996060,990618,67.8,68.1,0.1,0,0,990618,290334,0,0,41567,41567,0,1,3,Multifamily Housing,40924,,,,,,No Issue,Compliant,,,Multifamily Housing,1.8254837531945966e-05
3102,21884,2426039119,2020,Multifamily LR (1-4),BRENTWOOD SQUARE APTS,GREENWOOD ASSOC LLC,5,NORTHWEST,134,1967,13407 GREENWOOD AVE N,SEATTLE,WA,98133,47.72687,-122.35607,,,Multifamily LR (1-4),15.7,86,,26.1,26.2,2967644,2954063,73.0,73.3,0.1,0,0,2954063,865786,0,0,116143,116143,0,1,3,Multifamily Housing,113346,,,,,,No Issue,Compliant,,,Multifamily Housing,1.813381135754101e-05
3103,21885,2426039161,2020,Multifamily LR (1-4),NORTH 45 APARTMENTS,GUSTAVEL JEREMY+CHRISTINE,5,NORTHWEST,45,1976,13437 GREENWOOD AVE N,SEATTLE,WA,98133,47.72762,-122.35611,,,Multifamily LR (1-4),4.5,95,,19.2,19.3,861411,855550,53.6,54.0,0.1,0,0,855550,250748,0,0,44656,37906,6750,1,3,Multifamily Housing,44656,,,,,,No Issue,Compliant,,,Multifamily Housing,1.794630465646785e-05
